"","ID_IPEDS","year","degree_bach","public","enroll_futg","grant_state","grant_federal","netprice"
"450",220057,2013,FALSE,TRUE,419,607736,1282650,6155
"451",220075,2013,TRUE,TRUE,1849,6432873,4078397,14708
"452",220118,2013,FALSE,FALSE,26,11583,74666,20978
"453",220127,2013,FALSE,TRUE,592,528952,1420005,10242
"454",220163,2013,FALSE,FALSE,32,0,90326,13885
"455",220181,2013,TRUE,FALSE,217,192500,615251,19831
"456",220206,2013,TRUE,FALSE,62,69500,179553,16446
"457",220215,2013,TRUE,FALSE,355,908517,577249,16851
"458",220251,2013,FALSE,TRUE,380,312900,813570,9987
"459",220279,2013,FALSE,TRUE,237,229700,358543,8342
"460",220312,2013,TRUE,FALSE,82,204561,249904,12198
"461",220321,2013,FALSE,TRUE,243,310329,898698,9547
"462",220394,2013,FALSE,TRUE,93,189000,473294,5267
"463",220400,2013,FALSE,TRUE,748,1022402,2247325,9033
"464",220464,2013,FALSE,FALSE,21,17925,36128,11529
"465",220473,2013,TRUE,FALSE,162,302146,381463,12546
"466",220491,2013,FALSE,FALSE,13,0,26048,14577
"467",220516,2013,TRUE,FALSE,241,430939,431495,16845
"468",220552,2013,TRUE,FALSE,183,335228,632537,27560
"469",220598,2013,TRUE,FALSE,405,366964,2198587,11527
"470",220604,2013,TRUE,FALSE,159,104561,443176,12914
"471",220613,2013,TRUE,FALSE,808,1713319,1200258,14084
"472",220631,2013,TRUE,FALSE,185,845279,477994,12484
"473",220640,2013,FALSE,TRUE,287,241042,625449,5108
"474",220701,2013,TRUE,FALSE,335,581500,584510,23196
"475",220710,2013,TRUE,FALSE,349,1300500,840405,16504
"476",220756,2013,FALSE,TRUE,96,96310,195372,7195
"477",220765,2013,FALSE,FALSE,390,0,1037117,12506
"478",220808,2013,TRUE,FALSE,111,292500,270985,19123
"479",220853,2013,FALSE,TRUE,824,1217000,2919130,6603
"480",220862,2013,TRUE,TRUE,2088,8433774,5162576,12369
"481",220978,2013,TRUE,TRUE,3129,13268201,7724443,10910
"482",221050,2013,FALSE,TRUE,396,634938,735620,8656
"483",221096,2013,FALSE,TRUE,925,1072126,1869358,8249
"484",221102,2013,FALSE,TRUE,493,393694,733342,10628
"485",221148,2013,FALSE,FALSE,581,33000,1900819,17505
"486",221157,2013,FALSE,FALSE,156,17000,733186,19871
"487",221184,2013,FALSE,TRUE,844,631070,3049961,7898
"488",221236,2013,FALSE,TRUE,237,451813,1172458,4456
"489",221254,2013,TRUE,FALSE,26,70500,45750,24571
"490",221281,2013,FALSE,TRUE,257,493475,1260211,6768
"491",221333,2013,FALSE,TRUE,237,242797,637607,7110
"492",221351,2013,TRUE,FALSE,545,666500,456698,28615
"493",221388,2013,FALSE,TRUE,162,247000,526697,7291
"494",221397,2013,FALSE,TRUE,886,1400711,2153055,8848
"495",221430,2013,FALSE,TRUE,284,385905,794056,6533
"496",221485,2013,FALSE,TRUE,1394,957043,4374025,5126
"497",221494,2013,FALSE,TRUE,440,554975,475111,6349
"498",221519,2013,TRUE,FALSE,488,451325,497490,25414
"499",221582,2013,FALSE,TRUE,179,294000,576043,6598
"500",221591,2013,FALSE,TRUE,235,363618,1028864,9610
"501",221607,2013,FALSE,TRUE,101,134225,243038,9653
"502",221616,2013,FALSE,TRUE,383,712000,1376600,8504
"503",221625,2013,FALSE,TRUE,539,547666,1463465,5749
"504",221634,2013,FALSE,TRUE,174,34401,844993,6564
"505",221643,2013,FALSE,TRUE,1900,3242275,4355246,7196
"506",221661,2013,TRUE,FALSE,480,317625,847369,21110
"507",221731,2013,TRUE,FALSE,208,729068,386268,11182
"508",221740,2013,TRUE,TRUE,2335,9973596,3453489,12267
"509",221759,2013,TRUE,TRUE,4261,17495520,5391836,17863
"510",221768,2013,TRUE,TRUE,1301,5552683,3056352,8512
"511",221795,2013,TRUE,FALSE,46,10000,155005,25179
"512",221829,2013,FALSE,FALSE,109,0,265610,10469
"513",221838,2013,TRUE,TRUE,1326,2210407,4946261,8888
"514",221847,2013,TRUE,TRUE,2161,9235239,3497407,13677
"515",221892,2013,TRUE,FALSE,245,575650,398382,17487
"516",221908,2013,FALSE,TRUE,896,1306300,2550995,6407
"517",221953,2013,TRUE,FALSE,315,852900,839183,17707
"518",221971,2013,TRUE,FALSE,472,1769589,687107,26286
"519",221999,2013,TRUE,FALSE,1613,807523,1128326,22173
"520",222026,2013,FALSE,FALSE,16,0,51716,9476
"521",222053,2013,FALSE,TRUE,1142,1393857,2434392,6841
"522",222062,2013,FALSE,TRUE,1196,2127258,3185964,4412
"523",222099,2013,FALSE,FALSE,158,25365,514381,12771
"524",222105,2013,FALSE,FALSE,31,0,52601,10140
"525",246202,2013,FALSE,FALSE,183,0,585254,22722
"526",248660,2013,FALSE,FALSE,12,0,38742,13466
"527",248925,2013,FALSE,TRUE,666,747805,1940689,7467
"528",368443,2013,TRUE,FALSE,45,0,151880,23842
"529",368452,2013,TRUE,FALSE,83,4000,104365,20170
"530",376631,2013,FALSE,FALSE,27,0,92160,12115
"531",376677,2013,FALSE,FALSE,37,0,129327,9726
"532",382771,2013,FALSE,FALSE,99,4000,388566,19740
"533",382780,2013,FALSE,FALSE,170,0,432015,8779
"534",388043,2013,FALSE,FALSE,43,0,209854,18363
"535",392798,2013,FALSE,FALSE,6,0,20403,9164
"536",392840,2013,TRUE,FALSE,53,62000,76417,28807
"537",404718,2013,FALSE,FALSE,51,0,120590,10330
"538",412599,2013,TRUE,FALSE,268,30204,1153398,21530
"539",416670,2013,FALSE,FALSE,161,0,449650,10995
"540",417789,2013,FALSE,FALSE,135,2000,439250,10565
"541",418870,2013,FALSE,FALSE,39,36410,206170,20029
"542",418889,2013,FALSE,FALSE,81,13556,101621,20800
"543",428073,2013,FALSE,FALSE,19,0,95965,1473
"544",440873,2013,FALSE,FALSE,73,2667,390418,17718
"545",443340,2013,TRUE,FALSE,8,0,24558,12833
"546",443359,2013,FALSE,FALSE,146,0,379470,14487
"547",443650,2013,FALSE,FALSE,72,2667,298948,21069
"548",443766,2013,TRUE,FALSE,4,0,5545,29291
"549",444255,2013,TRUE,FALSE,21,2001,59314,24498
"550",444468,2013,FALSE,FALSE,16,2784,64564,5466
"551",445249,2013,FALSE,FALSE,82,19667,353753,22269
"552",446075,2013,FALSE,FALSE,8,0,33694,6395
"553",446525,2013,FALSE,FALSE,39,0,66836,31908
"554",448150,2013,FALSE,FALSE,54,0,198632,12990
"555",448664,2013,FALSE,FALSE,100,667,383390,20857
"556",449010,2013,TRUE,FALSE,293,369284,1010936,24429
"557",449764,2013,TRUE,FALSE,31,0,55320,28720
"558",450289,2013,FALSE,FALSE,69,1332,289963,18101
"559",450535,2013,TRUE,FALSE,7,0,23525,16592
"560",451529,2013,FALSE,FALSE,13,0,30813,10107
"561",451538,2013,FALSE,FALSE,93,0,524985,4765
"562",451918,2013,FALSE,FALSE,50,0,133124,18546
"563",452124,2013,FALSE,FALSE,67,9875,290494,25595
"564",455567,2013,FALSE,FALSE,46,0,187094,19421
"565",456029,2013,FALSE,FALSE,34,0,74134,10113
"566",456940,2013,FALSE,FALSE,43,0,162008,20606
"567",458007,2013,FALSE,FALSE,54,0,170783,7536
"568",458803,2013,FALSE,FALSE,40,0,172475,11929
"569",458812,2013,FALSE,FALSE,20,0,70957,11814
"570",458821,2013,FALSE,FALSE,52,0,248864,11964
"571",459000,2013,FALSE,FALSE,53,0,224685,12888
"572",459073,2013,FALSE,FALSE,42,0,169449,12686
"573",219505,2014,TRUE,FALSE,11,19000,62508,13273
"574",219578,2014,TRUE,FALSE,29,41900,65177,17117
"575",219587,2014,FALSE,FALSE,41,0,116857,15014
"576",219596,2014,FALSE,TRUE,170,327603,460857,3360
"577",219602,2014,TRUE,TRUE,1184,4136736,2751898,12081
"578",219639,2014,TRUE,FALSE,70,392813,170274,9096
"579",219709,2014,TRUE,FALSE,1392,1644250,1239036,32672
"580",219718,2014,TRUE,FALSE,490,1183030,1268578,17662
"581",219790,2014,TRUE,FALSE,188,536437,375478,16153
"582",219806,2014,TRUE,FALSE,488,1671523,988163,16662
"583",219824,2014,FALSE,TRUE,1163,1182180,3297212,7638
"584",219833,2014,TRUE,FALSE,351,1322774,727465,15556
"585",219879,2014,FALSE,TRUE,708,1220159,1811357,4797
"586",219888,2014,FALSE,TRUE,731,1197958,1594231,6465
"587",219903,2014,FALSE,FALSE,1427,240133,5609303,17948
"588",219921,2014,FALSE,TRUE,117,220800,461594,8942
"589",219949,2014,TRUE,FALSE,178,641699,293500,17118
"590",219976,2014,TRUE,FALSE,626,1435337,575314,24222
"591",219994,2014,FALSE,TRUE,389,452477,712577,10071
"592",220002,2014,TRUE,FALSE,4,5250,9645,22700
"593",220057,2014,FALSE,TRUE,390,577142,1266561,5855
"594",220075,2014,TRUE,TRUE,2025,7182563,4407741,14646
"595",220118,2014,FALSE,FALSE,81,27510,233358,22723
"596",220127,2014,FALSE,TRUE,666,711157,1552537,10517
"597",220163,2014,FALSE,FALSE,19,0,44003,12592
"598",220181,2014,TRUE,FALSE,221,153047,649257,20719
"599",220206,2014,TRUE,FALSE,51,32100,119460,20463
"600",220215,2014,TRUE,FALSE,340,659734,504746,16754
"601",220251,2014,FALSE,TRUE,301,295858,639052,10224
"602",220279,2014,FALSE,TRUE,296,286304,463644,8873
"603",220312,2014,TRUE,FALSE,83,220200,319429,10141
"604",220321,2014,FALSE,TRUE,398,528067,1314323,10437
"605",220394,2014,FALSE,TRUE,70,131240,362264,7630
"606",220400,2014,FALSE,TRUE,783,1279609,2347677,8987
"607",220464,2014,FALSE,FALSE,11,32480,25730,12229
"608",220473,2014,TRUE,FALSE,187,205426,355043,15458
"609",220491,2014,FALSE,FALSE,3,0,11460,13694
"610",220516,2014,TRUE,FALSE,188,303625,386283,18504
"611",220552,2014,TRUE,FALSE,147,233195,626771,26837
"612",220598,2014,TRUE,FALSE,312,286890,1857073,11659
"613",220604,2014,TRUE,FALSE,145,180616,824538,9114
"614",220613,2014,TRUE,FALSE,746,1473025,1070572,18139
"615",220631,2014,TRUE,FALSE,250,663860,718273,15791
"616",220640,2014,FALSE,TRUE,259,206540,553167,4726
"617",220701,2014,TRUE,FALSE,447,657300,631099,23560
"618",220710,2014,TRUE,FALSE,334,1071650,1014056,16860
"619",220756,2014,FALSE,TRUE,110,127712,263438,7200
"620",220765,2014,FALSE,FALSE,262,0,640844,11590
"621",220808,2014,TRUE,FALSE,102,260250,337997,20714
"622",220853,2014,FALSE,TRUE,969,1281655,2511120,6117
"623",220862,2014,TRUE,TRUE,2317,9127475,5822234,13154
"624",220978,2014,TRUE,TRUE,3036,13079708,7230154,11000
"625",221050,2014,FALSE,TRUE,450,696030,827500,10262
"626",221096,2014,FALSE,TRUE,916,1426147,1895491,8307
"627",221102,2014,FALSE,TRUE,446,341143,627986,10704
"628",221148,2014,FALSE,FALSE,439,9000,1332481,18779
"629",221157,2014,FALSE,FALSE,148,4000,702877,20029
"630",221184,2014,FALSE,TRUE,1043,1013715,4087548,4776
"631",221236,2014,FALSE,TRUE,293,625713,1398052,7908
"632",221254,2014,TRUE,FALSE,21,64000,54550,20759
"633",221281,2014,FALSE,TRUE,276,543152,1365739,7519
"634",221333,2014,FALSE,TRUE,235,310423,510572,7471
"635",221351,2014,TRUE,FALSE,507,547700,467550,29659
"636",221388,2014,FALSE,TRUE,130,179008,639459,7063
"637",221397,2014,FALSE,TRUE,854,1400145,1949438,9150
"638",221430,2014,FALSE,TRUE,245,348800,820400,6926
"639",221485,2014,FALSE,TRUE,1430,1162576,4711013,4375
"640",221494,2014,FALSE,TRUE,390,424800,513469,5901
"641",221519,2014,TRUE,FALSE,466,502850,464382,29239
"642",221582,2014,FALSE,TRUE,149,193932,489336,8317
"643",221591,2014,FALSE,TRUE,180,265055,790492,9700
"644",221607,2014,FALSE,TRUE,93,168169,253429,8928
"645",221616,2014,FALSE,TRUE,534,938000,1520340,7845
"646",221625,2014,FALSE,TRUE,641,453947,2026788,4877
"647",221634,2014,FALSE,TRUE,223,48000,1018239,5398
"648",221643,2014,FALSE,TRUE,1966,3617389,4392283,7235
"649",221661,2014,TRUE,FALSE,553,418875,866186,20614
"650",221731,2014,TRUE,FALSE,197,804812,471670,10754
"651",221740,2014,TRUE,TRUE,2144,8882611,3317186,13224
"652",221759,2014,TRUE,TRUE,4689,18351723,6119630,19960
"653",221768,2014,TRUE,TRUE,1174,5218225,2748891,8288
"654",221795,2014,TRUE,FALSE,80,34000,236990,19325
"655",221829,2014,FALSE,FALSE,130,0,309192,10987
"656",221838,2014,TRUE,TRUE,1378,2140615,4965593,9604
"657",221847,2014,TRUE,TRUE,1875,8204516,3031680,14518
"658",221892,2014,TRUE,FALSE,318,717213,588400,17156
"659",221908,2014,FALSE,TRUE,1060,1554122,2832025,6401
"660",221953,2014,TRUE,FALSE,298,775365,900471,18385
"661",221971,2014,TRUE,FALSE,328,989003,508722,25166
"662",221999,2014,TRUE,FALSE,1604,697694,1054135,22937
"663",222026,2014,FALSE,FALSE,10,0,38500,10190
"664",222053,2014,FALSE,TRUE,1164,1569965,2477043,7053
"665",222062,2014,FALSE,TRUE,1238,2197221,3011528,4829
"666",222099,2014,FALSE,FALSE,136,23000,482662,10129
"667",222105,2014,FALSE,FALSE,40,6003,80025,11499
"668",246202,2014,FALSE,FALSE,208,12552,523635,24013
"669",248660,2014,FALSE,FALSE,62,0,240312,14612
"670",248925,2014,FALSE,TRUE,668,740092,1541611,9277
"671",368443,2014,TRUE,FALSE,29,0,115513,23372
"672",368452,2014,TRUE,FALSE,81,6750,108249,22526
"673",376631,2014,FALSE,FALSE,28,0,92711,12750
"674",376677,2014,FALSE,FALSE,30,0,59615,10712
"675",382771,2014,FALSE,FALSE,110,7667,459511,19161
"676",382780,2014,FALSE,FALSE,122,0,239415,9024
"677",388043,2014,FALSE,FALSE,10,0,44985,19500
"678",392798,2014,FALSE,FALSE,3,0,3850,10415
"679",392840,2014,TRUE,FALSE,49,73700,64874,28632
"680",404718,2014,FALSE,FALSE,42,0,88218,12771
"681",412599,2014,TRUE,FALSE,251,10155,1064942,20353
"682",416670,2014,FALSE,FALSE,146,0,512698,12140
"683",417789,2014,FALSE,FALSE,109,0,377131,11960
"684",418870,2014,FALSE,FALSE,34,0,153840,22009
"685",418889,2014,FALSE,FALSE,42,29424,92905,19704
"686",428073,2014,FALSE,FALSE,20,0,90320,1473
"687",440873,2014,FALSE,FALSE,89,0,463899,18081
"688",443340,2014,TRUE,FALSE,4,0,6580,14008
"689",443359,2014,FALSE,FALSE,132,0,376500,14280
"690",443650,2014,FALSE,FALSE,77,2000,344557,20244
"691",443766,2014,TRUE,FALSE,9,0,20244,25495
"692",444255,2014,TRUE,FALSE,10,10257,38638,22729
"693",444468,2014,FALSE,FALSE,7,0,19280,10698
"694",445249,2014,FALSE,FALSE,139,20298,500898,23079
"695",446075,2014,FALSE,FALSE,11,0,45670,6235
"696",446525,2014,FALSE,FALSE,64,4000,162887,26890
"697",448150,2014,FALSE,FALSE,45,0,198600,12877
"698",448664,2014,FALSE,FALSE,94,4000,380383,19966
"699",449010,2014,TRUE,FALSE,190,223266,713648,23214
"700",449764,2014,TRUE,FALSE,17,0,32392,23013
"701",450289,2014,FALSE,FALSE,64,0,273369,18364
"702",450535,2014,TRUE,FALSE,7,3600,36752,18594
"703",451529,2014,FALSE,FALSE,11,0,49840,7252
"704",451538,2014,FALSE,FALSE,255,0,1343510,8105
"705",451918,2014,FALSE,FALSE,36,0,155560,15606
"706",452124,2014,FALSE,FALSE,68,11815,246284,25486
"707",455567,2014,FALSE,FALSE,44,11600,154151,18812
"708",456029,2014,FALSE,FALSE,52,0,173220,13095
"709",456940,2014,FALSE,FALSE,68,0,343231,19813
"710",458007,2014,FALSE,FALSE,62,0,251086,6580
"711",458803,2014,FALSE,FALSE,42,2000,155810,13023
"712",458812,2014,FALSE,FALSE,21,2000,60040,12609
"713",458821,2014,FALSE,FALSE,44,0,175712,12635
"714",459000,2014,FALSE,FALSE,51,1000,234600,11995
"715",459073,2014,FALSE,FALSE,42,0,160355,12709
"716",219505,2015,TRUE,FALSE,13,5000,71002,17655
"717",219578,2015,TRUE,FALSE,29,32000,37713,18708
"718",219587,2015,FALSE,FALSE,44,0,104208,16318
"719",219596,2015,FALSE,TRUE,232,438266,505470,3717
"720",219602,2015,TRUE,TRUE,1281,4378705,3399728,12688
"721",219639,2015,TRUE,FALSE,60,284139,163776,9626
"722",219709,2015,TRUE,FALSE,1387,1340650,1037929,34678
"723",219718,2015,TRUE,FALSE,491,1356747,1493719,14583
"724",219790,2015,TRUE,FALSE,164,453512,298533,16431
"725",219806,2015,TRUE,FALSE,497,1657728,970397,18110
"726",219824,2015,FALSE,TRUE,1830,3788747,4320225,6971
"727",219833,2015,TRUE,FALSE,311,1092700,563199,16660
"728",219879,2015,FALSE,TRUE,768,1905578,1906723,4481
"729",219888,2015,FALSE,TRUE,1246,2297061,2435169,6806
"730",219903,2015,FALSE,FALSE,1529,257278,6009807,18174
"731",219921,2015,FALSE,TRUE,136,251856,378287,4948
"732",219949,2015,TRUE,FALSE,200,771505,356037,20753
"733",219976,2015,TRUE,FALSE,662,1301313,690469,23426
"734",219994,2015,FALSE,TRUE,418,687108,822972,9423
"735",220002,2015,TRUE,FALSE,37,2667,180625,22309
"736",220057,2015,FALSE,TRUE,528,1307646,1389111,6018
"737",220075,2015,TRUE,TRUE,1980,6293273,4307795,14915
"738",220118,2015,FALSE,FALSE,50,36666,180655,24803
"739",220127,2015,FALSE,TRUE,733,779075,1634894,8963
"740",220163,2015,FALSE,FALSE,24,0,66795,14153
"741",220181,2015,TRUE,FALSE,208,138812,606819,17980
"742",220206,2015,TRUE,FALSE,44,56182,98835,20236
"743",220215,2015,TRUE,FALSE,292,705308,502873,16492
"744",220251,2015,FALSE,TRUE,293,400364,590397,9439
"745",220279,2015,FALSE,TRUE,312,445423,450858,5938
"746",220312,2015,TRUE,FALSE,91,214259,254768,14466
"747",220321,2015,FALSE,TRUE,403,538679,1034170,12308
"748",220394,2015,FALSE,TRUE,109,188363,313022,6888
"749",220400,2015,FALSE,TRUE,1039,2792333,2932235,7383
"750",220464,2015,FALSE,FALSE,15,66616,34195,5831
"751",220473,2015,TRUE,FALSE,174,187481,281897,16368
"752",220491,2015,FALSE,FALSE,10,0,42788,13193
"753",220516,2015,TRUE,FALSE,154,227750,352458,18918
"754",220552,2015,TRUE,FALSE,204,573178,585470,25885
"755",220598,2015,TRUE,FALSE,444,813500,2144523,11911
"756",220604,2015,TRUE,FALSE,183,325426,1013698,8587
"757",220613,2015,TRUE,FALSE,826,1659417,1355031,16789
"758",220631,2015,TRUE,FALSE,243,650582,692563,16276
"759",220640,2015,FALSE,TRUE,329,423202,724803,5532
"760",220701,2015,TRUE,FALSE,275,462076,430701,24450
"761",220710,2015,TRUE,FALSE,338,950150,829890,15542
"762",220756,2015,FALSE,TRUE,103,179811,266002,3159
"763",220765,2015,FALSE,FALSE,192,0,766648,11664
"764",220808,2015,TRUE,FALSE,80,222875,290105,22689
"765",220853,2015,FALSE,TRUE,1277,2023437,3222751,7059
"766",220862,2015,TRUE,TRUE,2053,7201094,4932993,13291
"767",220978,2015,TRUE,TRUE,2793,10760797,6932487,11744
"768",221050,2015,FALSE,TRUE,473,783000,921375,10285
"769",221096,2015,FALSE,TRUE,1796,5189647,3693729,7611
"770",221102,2015,FALSE,TRUE,424,670699,784944,10308
"771",221148,2015,FALSE,FALSE,429,6000,1121178,19388
"772",221157,2015,FALSE,FALSE,138,10000,580211,19788
"773",221184,2015,FALSE,TRUE,1798,3659611,5646010,3400
"774",221236,2015,FALSE,TRUE,416,558791,1007557,8587
"775",221254,2015,TRUE,FALSE,33,82900,95521,21288
"776",221281,2015,FALSE,TRUE,256,552181,1085552,6074
"777",221333,2015,FALSE,TRUE,269,465240,661648,6912
"778",221351,2015,TRUE,FALSE,562,626500,422728,29839
"779",221388,2015,FALSE,TRUE,106,192000,522525,5902
"780",221397,2015,FALSE,TRUE,1105,3310663,2963133,7849
"781",221430,2015,FALSE,TRUE,290,327599,936986,7180
"782",221485,2015,FALSE,TRUE,2167,3451105,6555367,3927
"783",221494,2015,FALSE,TRUE,509,615826,971155,10471
"784",221519,2015,TRUE,FALSE,469,444900,389301,30726
"785",221582,2015,FALSE,TRUE,142,39123,490746,7202
"786",221591,2015,FALSE,TRUE,259,644518,1000728,9929
"787",221607,2015,FALSE,TRUE,93,138873,206999,10272
"788",221616,2015,FALSE,TRUE,550,1067618,2029764,7986
"789",221625,2015,FALSE,TRUE,536,904003,1868813,8379
"790",221634,2015,FALSE,TRUE,181,388047,799694,7960
"791",221643,2015,FALSE,TRUE,2324,6133810,4603501,6787
"792",221661,2015,TRUE,FALSE,535,355882,790807,21540
"793",221731,2015,TRUE,FALSE,212,702610,431673,12329
"794",221740,2015,TRUE,TRUE,1853,6883309,2550079,14559
"795",221759,2015,TRUE,TRUE,4700,16607534,5911288,20780
"796",221768,2015,TRUE,TRUE,1010,3885595,2189123,10430
"797",221795,2015,TRUE,FALSE,55,40150,171020,20601
"798",221829,2015,FALSE,FALSE,154,0,301743,11716
"799",221838,2015,TRUE,TRUE,1397,2018897,5474711,9614
"800",221847,2015,TRUE,TRUE,1577,6423914,2567097,14688
"801",221892,2015,TRUE,FALSE,354,715728,585590,17898
"802",221908,2015,FALSE,TRUE,1433,3804720,3473256,5119
"803",221953,2015,TRUE,FALSE,283,723785,836571,16223
"804",221971,2015,TRUE,FALSE,338,1034686,532808,25759
"805",221999,2015,TRUE,FALSE,1607,732032,1239053,23150
"806",222026,2015,FALSE,FALSE,8,0,22582,10327
"807",222053,2015,FALSE,TRUE,2125,3907027,4470220,6005
"808",222062,2015,FALSE,TRUE,1545,4098194,3864366,4192
"809",222099,2015,FALSE,FALSE,175,39500,680077,9415
"810",222105,2015,FALSE,FALSE,34,5602,114419,10008
"811",246202,2015,FALSE,FALSE,483,56329,1691658,21076
"812",248660,2015,FALSE,FALSE,26,0,108752,15937
"813",248925,2015,FALSE,TRUE,775,1114713,1808616,9433
"814",368443,2015,TRUE,FALSE,35,3001,65749,25973
"815",368452,2015,TRUE,FALSE,62,11000,117461,22339
"816",376631,2015,FALSE,FALSE,18,0,46151,14554
"817",376677,2015,FALSE,FALSE,21,0,40276,8610
"818",382771,2015,FALSE,FALSE,79,5334,329966,20312
"819",382780,2015,FALSE,FALSE,147,0,355812,10746
"820",388043,2015,FALSE,FALSE,25,0,141636,17868
"821",392798,2015,FALSE,FALSE,3,0,6738,10791
"822",392840,2015,TRUE,FALSE,43,77555,59161,28067
"823",404718,2015,FALSE,FALSE,17,0,47607,13322
"824",412599,2015,TRUE,FALSE,175,708,585751,19333
"825",416670,2015,FALSE,FALSE,90,0,194631,12701
"826",417789,2015,FALSE,FALSE,75,0,178432,12175
"827",418870,2015,FALSE,FALSE,49,38525,226700,23002
"828",418889,2015,FALSE,FALSE,22,7500,41215,17934
"829",428073,2015,FALSE,FALSE,19,0,84675,1473
"830",440873,2015,FALSE,FALSE,98,2000,513425,18235
"831",443340,2015,TRUE,FALSE,2,0,0,18647
"832",443359,2015,FALSE,FALSE,67,0,182500,11697
"833",443650,2015,FALSE,FALSE,62,5334,310580,21599
"834",443766,2015,TRUE,FALSE,13,0,39251,25183
"835",444255,2015,TRUE,FALSE,42,2332,175737,23182
"836",444468,2015,FALSE,FALSE,9,0,20410,10173
"837",445249,2015,FALSE,FALSE,61,0,212202,23910
"838",446075,2015,FALSE,FALSE,4,0,14214,7541
"839",446525,2015,FALSE,FALSE,61,25000,205000,28950
"840",448150,2015,FALSE,FALSE,47,0,167665,11058
"841",448664,2015,FALSE,FALSE,63,0,235705,20807
"842",449010,2015,TRUE,FALSE,209,239939,701982,22224
"843",449764,2015,TRUE,FALSE,17,0,40850,22520
"844",450289,2015,FALSE,FALSE,38,0,172516,17173
"845",450535,2015,TRUE,FALSE,2,0,7219,21318
"846",451529,2015,FALSE,FALSE,22,0,101285,7833
"847",451538,2015,FALSE,FALSE,114,0,569250,9208
"848",451918,2015,FALSE,FALSE,28,0,94434,16896
"849",452124,2015,FALSE,FALSE,45,4534,216786,26329
"850",455567,2015,FALSE,FALSE,52,867,233343,19035
"851",456029,2015,FALSE,FALSE,38,0,107851,12562
"852",456940,2015,FALSE,FALSE,60,0,274775,20770
"853",458007,2015,FALSE,FALSE,104,0,211835,8126
"854",458803,2015,FALSE,FALSE,43,0,205183,12053
"855",458812,2015,FALSE,FALSE,15,0,36223,12656
"856",458821,2015,FALSE,FALSE,28,0,122191,11950
"857",459000,2015,FALSE,FALSE,39,1000,180802,12495
"858",459073,2015,FALSE,FALSE,35,0,148893,12572
